payment_info,security_code,expiration_period,password,user_id
6845317773881010,821,1231,71,1000944
2969599590627333,721,0228,74,1000224
5055122622251804,684,0129,93,1000596
7985893739029181,183,0225,96,1000426
5213064682132780,195,1229,21,1000616
1806555882702423,491,1031,97,1000575
6923987826186503,887,1233,41,1000950
9643725054010117,791,0532,27,1000588
4959783972309169,460,0626,30,1000206
1798792776452845,434,1228,54,1000322
2684192755644121,715,0930,42,1000626
8763190070886006,857,0832,83,1000500
0195739848438303,381,0829,39,1000768
9856508439790401,504,1229,16,1000461
0496750593989446,707,1233,25,1000936
2498961058104801,057,0730,73,1000795
4941412746405324,766,0926,46,1000729
6170596325809505,401,0125,73,1000810
8516159437800356,730,0328,50,1000603
1811109191036678,439,1130,13,1000071
9495241958538715,746,0129,21,1000654
7880589151167386,968,0926,41,1000076
8511817212291019,773,0827,34,1000561
7561489596930157,697,1025,96,1000348
1326533462328555,679,1224,89,1000627
9999778042453311,240,0627,31,1000809
7434185946307055,004,0229,19,1000366
5307289927973808,056,0328,40,1000155
6287970605824692,247,0126,11,1000716
9228846202710607,408,0226,76,1000730
9152196436514718,831,1227,98,1000887
6332238383210053,787,0129,32,1000125
1823516111045454,924,1133,64,1000706
6883142285169701,934,0229,84,1000600
9339574661208097,976,1026,41,1000725
2289858235057832,595,0228,74,1000194
1015953833116305,777,0733,88,1000595
7089154183693260,671,1125,77,1000379
4069058197456567,485,1031,31,1000308
6590030128654134,277,0825,46,1000495
9001198827508773,670,1228,31,1000585
1511730240323677,211,0534,39,1000802
2462827366319039,095,0832,93,1000736
8804282473186224,921,0131,14,1000070
9354880982889592,990,0130,22,1000741
6382166180430690,985,0832,44,1000184
5950874935954005,972,0129,86,1000797
0885193004208651,340,0125,77,1000664
9107385489460202,859,0331,21,1000163
1396856338883239,864,0334,69,1000125
1064514979295343,790,0127,62,1000292
6869094326737012,213,0526,54,1000163
3380040983846478,857,0932,34,1000971
7903930080884555,418,1127,11,1000979
5386183448251014,182,0327,99,1000972
4934854677094438,817,0530,46,1000630
6123541118677097,153,1130,87,1000565
5106662528574295,804,0226,67,1000972
9682869940503448,627,0429,49,1000729
9243300615990621,964,0528,76,1000026
2909270491914104,148,0633,46,1000097
4474945285796459,969,0225,96,1000509
8904746076535275,930,0625,95,1000953
6072452097584562,083,0831,54,1000256
0377447584719072,844,0829,17,1000360
2374617271343795,502,0731,96,1000539
6117433022403109,612,0530,64,1000977
5137855331650459,875,0532,34,1000476
1681622927200993,627,0732,64,1000540
0442999057707787,590,0828,60,1000884
7812528006934593,741,0830,74,1000008
1899296980430520,955,0132,17,1000382
7149085433534011,640,0334,20,1000851
6996775138811781,748,0930,61,1000572
8387040234727271,691,0832,41,1000707
8211328016857883,817,0830,97,1000177
0094890868818759,625,0326,61,1000882
3066954802847395,070,1033,43,1000953
2583617557239938,574,0729,85,1000545
7942790336565256,741,1230,27,1000995
9720102309038036,507,0830,12,1000078
6606091015867066,342,0130,14,1000854
1402529406470542,611,1028,53,1000116
8162076945014923,708,0527,90,1000638
5310030664368116,297,0530,63,1000993
0687609074015171,501,0130,83,1000987
7775011812494339,139,0233,65,1000911
3954802271496647,780,1031,30,1000325
6731652274868455,054,0428,51,1000098
2122569756439496,449,0125,33,1000065
0810410552523053,426,1124,73,1000245
1140864384661144,329,1228,88,1000115
8831119408778104,761,0433,20,1000475
2361270524914726,562,0227,76,1000442
0113334138556748,310,1030,17,1000047
9571288787467605,979,1124,18,1000830
9676052111837998,327,0728,63,1000474
9749905541721459,263,1232,24,1000411
0600033498281901,941,1127,99,1000966
8238534231084661,087,0928,69,1000091
5059473542897853,686,0434,59,1000641
5509954080074514,754,1029,79,1000756
7557826178904751,998,0831,81,1000042
0988762590892650,736,1229,40,1000916
5777167267238548,432,0132,99,1000771
3705490445349470,842,0425,45,1000289
1841931208810157,288,0730,60,1000917
8531242427416556,166,0833,92,1000313
5097060235908479,879,0128,33,1000465
8571392814984210,373,1027,81,1000649
4140750904975805,183,0931,85,1000628
1785732793122539,325,1027,25,1000124
6074513991884388,641,0334,69,1000441
4129480387442876,518,0628,80,1000142
0481778136655528,094,1229,98,1000102
1552846844391371,072,0528,37,1000324
3550827846504441,621,0333,20,1000608
1481492017557971,895,0932,69,1000879
7178298117480609,978,1225,90,1000198
8865863039114945,683,0633,15,1000921
6016161580388295,423,0528,76,1000063
5111199963293514,719,1125,47,1000457
8567092403601854,560,0534,40,1000832
2293945587034479,143,0532,71,1000314
4197820539509733,849,0830,90,1000191
1375277855261144,896,0129,74,1000833
7004894170384124,437,0526,49,1000454
8443942076281113,412,0326,75,1000473
4007628692963377,873,1230,92,1000191
5254214321490145,696,0325,62,1000398
8025082053259265,039,1230,32,1000435
1242001266637226,387,0833,81,1000260
7578354112021207,475,1124,85,1000467
6492339003534249,801,0534,12,1000305
8750515817768429,158,0230,16,1000402
3390005592110309,575,0924,70,1000383
6655537210572398,882,0630,34,1000387
4027346977641974,849,0329,21,1000210
4346430001864804,573,0830,55,1000667
5189999793775565,797,0630,43,1000834
8454467838177728,910,1031,11,1000638
6382151837090287,175,0331,90,1000948
4688855434384341,268,1232,45,1000574
1587153790129247,047,0726,72,1000689
4195536624384954,903,0229,99,1000825
9183165381029132,940,0534,83,1000890
9265622014807590,919,1026,10,1000878
9701223411737647,064,1224,39,1000936
4495137182477830,193,1032,67,1000624
2478960621077175,307,0125,99,1000048
2316290294398112,964,0924,22,1000790
8549874371297572,251,0432,17,1000395
9090613095894459,485,0926,36,1000504
8408829470582910,029,0932,82,1000215
2167516533716098,849,1029,52,1000665
0593597966383471,594,0129,17,1000543
3192319882730449,528,0229,83,1000088
7595259126508900,844,0534,76,1000341
2978100696543240,622,0128,18,1000617
1310161804073859,304,1127,35,1000144
3329002984841761,928,0527,76,1000269
3764821216499672,374,0329,56,1000991
5519769153273506,211,0525,53,1000503
1302266583242102,772,0926,43,1000405
0243511041772396,086,1131,26,1000273
1369558135300820,062,1032,88,1000415
7873862737374696,086,1026,26,1000638
0068253735462958,373,0125,86,1000060
1673323499748903,626,0131,54,1000103
7125733355811424,301,0425,73,1000651
8672025538495406,331,0529,74,1000612
5172295045229462,070,0329,88,1000616
8990431519500062,895,1227,16,1000225
5003849149496032,456,0429,20,1000166
0284386358674612,233,0425,68,1000270
7780962193702687,472,1030,51,1000684
5317840419257627,438,0630,55,1000370
0172540319250715,563,0226,96,1000700
1751257753581581,825,0827,79,1000558
7211831476875008,401,0927,14,1000169
3516547486765473,350,0829,17,1000940
9127284120814982,231,0433,93,1000658
4472547823938312,603,0326,30,1000748
8539061542255190,498,0525,91,1000088
7655474043573047,753,1125,25,1000263
9279906674406866,197,0330,35,1000363
1213402017246447,585,0933,10,1000787
2412890657572832,603,0726,83,1000104
5052416133005888,357,1128,78,1000895
8061349080035447,782,0232,91,1000068
5366948100805289,317,1027,68,1000034
0411805318399255,126,0328,51,1000688
0170321795459621,555,0126,92,1000608
0196230546065886,667,0531,49,1000621
6267678815043599,463,1225,47,1000232
9075822547436830,230,1124,29,1000678
7875724443904760,700,1232,57,1000248
8600473899757575,236,0433,59,1000832
9616201488299273,106,0426,78,1000658
4087031633610764,756,0728,18,1000924
3444300348528136,685,0824,91,1000092
5279970834753342,564,0332,33,1000411
2008945399970924,140,0428,54,1000164
7012751839020616,688,0631,69,1000421
8486062629431210,272,0830,62,1000963
9798845246428689,396,0126,19,1000394
6718709732438003,781,0727,58,1000709
9223269468582724,826,1232,49,1000007
0484892621925887,979,1125,37,1000133
0525181472532120,315,0932,94,1000612
9373388073289562,129,0327,27,1000086
4077171028342789,818,0431,65,1000610
4630971946757186,885,0428,19,1000225
2336022436971076,697,1127,41,1000659
9354787017679148,583,0625,61,1000675
7926289612130885,490,0225,55,1000996
8664445827907939,053,1126,16,1000809
3131416406533384,593,0824,23,1000732
4690472096464613,826,0930,24,1000336
4507101555522693,781,0233,63,1000860
7947975234584807,344,0429,81,1000549
4841364142735617,436,0425,95,1000007
0002348410980198,603,0833,65,1000848
1288659886480338,085,0227,40,1000980
3392321869478156,321,1231,13,1000341
5843113327571940,570,0433,86,1000497
1432105778072432,685,0431,63,1000750
8280184248763480,714,0227,72,1000506
1001386545817983,268,0531,10,1000528
8005273526385894,422,0425,40,1000134
0023226358521395,519,0232,36,1000938
8692725165237932,474,0133,29,1000021
1978295490254598,388,0232,75,1000477
9347750578429568,825,0730,83,1000233
4176554717410274,182,0528,55,1000716
3249903657704078,234,0229,39,1000518
7219121508527906,346,1230,96,1000634
4574685108588233,723,1132,51,1000841
8462002160406054,252,0831,99,1000739
7960857597242805,320,0731,56,1000987
4907390202370541,825,0829,54,1000724
1246845737711291,956,0431,63,1000872
8306280369929700,062,0531,63,1000709
9360794348267611,402,0732,59,1000394
6103814409802045,329,0425,21,1000870
1485949738954916,272,0227,14,1000756
0339024292321066,653,0225,83,1000935
7325936556169470,705,0732,94,1000604
2074669037841342,844,0828,79,1000261
0621445128477516,054,0733,45,1000880
7881523616433546,640,0333,43,1000361
0188582451975180,807,0526,53,1000647
1116161328369805,959,0133,32,1000073
2979328198049932,029,0330,95,1000053
4722042635114235,878,1032,92,1000415
4722430024157297,354,0932,63,1000188
7657239465202351,485,0325,36,1000527
0154666119088666,577,0626,77,1000838
4176875574206103,253,0933,61,1000396
3891772250901923,632,1228,20,1000672
1863704294021200,493,1128,44,1000243
4471741319979218,727,0131,35,1000885
7705712535268224,467,1229,12,1000481
7910854740456805,188,0130,10,1000215
5361280123472318,670,1131,55,1000378
9394928851083292,811,0334,67,1000747
8235286170924349,088,0630,20,1000339
3421456689352127,076,0733,12,1000074
3870745728598500,858,1031,47,1000308
2730098209811113,874,0725,31,1000276
7812575957964392,884,1133,95,1000541
7184124811244962,174,1133,91,1000341
0134465148210572,384,0625,23,1000513
8076361954429567,743,1031,24,1000072
7654337653708164,325,0931,23,1000258
1523208366664410,686,0428,42,1000535
4049971012564149,918,0825,50,1000752
4408436468274382,567,0632,88,1000211
6409355951525114,810,1129,60,1000799
9413667845674462,033,0426,90,1000105
5587096190730109,685,1027,70,1000227
8231736955153203,637,1132,88,1000391
5610316825233407,970,0824,43,1000297
0309691467341362,289,1233,53,1000192
2694607343128368,539,0328,42,1000554
5936301021489067,805,1131,47,1000474
0935861356308721,704,0331,83,1000060
5798855330566664,432,0330,40,1000645
9291454877471522,129,0624,89,1000373
4675911783845880,181,1230,69,1000501
1254072107551525,731,0533,49,1000135
7387621366897560,659,0631,70,1000059
0750438692815834,051,0932,98,1000508
5145090904000532,345,0430,11,1000661
1510667905695075,254,0132,23,1000960
9896706654688175,934,0929,17,1000498
0981669274359996,375,0828,86,1000862
7357037208009700,094,0527,65,1000053
1389216398823097,437,1226,97,1000114
1545745049797038,030,0433,12,1000359
7990219305326277,633,0533,31,1000277
5171330466743286,785,0932,95,1000826
5827545736056635,617,0528,73,1000304
0166981322313769,940,0730,80,1000049
7439008423785889,460,0532,54,1000061
1669432206346194,294,0725,69,1000358
5786779665690689,740,0227,94,1000395
3104408337496875,685,0526,81,1000741
4170533720712492,477,0130,29,1000492
2708488908692922,346,1130,73,1000218
1349149460549416,677,0829,12,1000952
2760433157026799,098,1225,41,1000810
8885026297716159,062,0330,80,1000073
2303430997993299,892,1133,17,1000354
2214831895166052,151,1224,10,1000265
6618295848688682,668,0528,17,1000483
5539688108064271,656,1127,66,1000251
4957415177113516,695,0631,21,1000912
0860937926067168,030,0925,97,1000391
1862692335263728,871,1226,47,1000131
8828034172763452,897,0531,90,1000529
8091415949519618,784,0434,64,1000516
2077583009667634,306,0627,88,1000817
6083368899016529,276,1028,83,1000073
1792373241706143,655,0833,31,1000891
1376491908232403,904,0434,66,1000515
1876537229713664,228,0129,40,1000904
5030577773547054,121,1130,42,1000806
1996872168866594,793,0529,92,1000277
9890457386998633,607,0829,80,1000934
8507454855685384,147,0730,35,1000039
2121513572583575,614,0227,53,1000229
6397870135707762,671,0729,91,1000389
5513781782150472,668,1026,78,1000120
1648090892697365,201,0725,81,1000713
4737836472622280,147,0428,52,1000735
2407443355625036,243,0728,20,1000035
2124302802181963,883,0632,30,1000003
7114991826614388,784,0726,19,1000271
6413230590562170,459,0227,22,1000437
2424296571601390,969,0724,61,1000674
2400597305922228,261,1127,53,1000138
5159681841299311,230,0131,83,1000702
2094353525773855,664,0528,73,1000358
3499072293473543,596,0926,77,1000922
1614900242885405,832,0726,35,1000632
4306954630779289,908,0732,29,1000397
5961520734026902,582,0328,71,1000156
5854325490148803,211,0129,25,1000007
4741282498862754,305,0130,11,1000544
2661358314066216,832,1026,39,1000354
2823710209671622,802,1225,94,1000911
2089934877361840,673,1133,87,1000526
0923382077754386,681,1131,70,1000629
1661854196597585,058,1025,58,1000356
6277938474688839,042,0334,39,1000457
1636687410126837,666,1031,20,1000701
6912791818303057,376,0732,43,1000056
7973526670282906,904,0429,12,1000010
6209368623533491,841,0831,35,1000118
8950740287328987,122,0728,39,1000874
5387305681224296,030,0429,51,1000946
1610798305438201,202,0132,95,1000269
6152957466698234,909,1127,19,1000834
0416632225366655,479,0929,84,1000691
6528955495038353,120,0533,72,1000861
1556775147994258,334,1032,84,1000704
2211474664649942,462,0629,23,1000968
3712315980950393,174,0430,52,1000319
4145650637869801,311,0629,37,1000437
6867262632526179,084,1227,81,1000530
2125786151873908,799,0131,26,1000261
2523153629229627,709,0331,14,1000706
9013706929419818,387,0229,96,1000143
2575038330921041,952,0731,13,1000991
5784660871277002,325,0333,18,1000627
2957358758441506,759,0425,73,1000621
2754238380782748,478,0924,43,1000230
6195127055006186,331,0431,99,1000086
6619777526963155,609,0230,16,1000139
3562063733266813,577,0427,41,1000592
9062840914450502,466,0426,96,1000142
2388424762639425,149,1027,81,1000232
3839441658263949,631,1029,15,1000078
3770232890115661,969,1232,92,1000356
9315600660972215,729,0225,44,1000832
4466328748261561,803,1226,77,1000517
9436106598677227,206,0924,24,1000122
1468680614509547,644,0830,32,1000440
0490622077394417,661,0226,48,1000806
9518825487256568,414,0626,81,1000538
3017034476369669,480,0829,19,1000804
4470750705015892,592,1225,40,1000979
6908040386910844,287,0729,40,1000129
2531625941179572,860,0629,62,1000156
1093152002783376,709,1226,46,1000059
6620484209469090,509,0132,39,1000850
9238456339463480,476,1126,80,1000309
0776815577241162,188,0728,73,1000240
6066716778616655,078,0928,10,1000647
3385621442613016,264,0525,48,1000728
7576722557956248,731,1232,32,1000908
3501601776086673,861,1229,17,1000968
0722172021637495,809,0431,59,1000852
4561318353913709,652,0230,48,1000083
0153091872247956,453,1131,52,1000164
2063603591227864,410,1032,26,1000076
0240465283555675,501,0531,40,1000294
9871752104865004,891,0328,58,1000071
5999329971951483,071,0127,18,1000136
2760563195133577,957,0632,56,1000856
8573313605775144,770,0629,88,1000456
5637238962241101,112,0426,18,1000401
9945953858759425,370,1225,20,1000829
1236490350359862,998,0428,21,1000914
0536072671082503,426,0133,19,1000427
5039424700093236,756,1125,57,1000614
4176274037793024,591,0929,16,1000079
4893775270279382,004,1130,99,1000988
3827152342413188,867,0334,20,1000816
4753217499081447,451,0724,49,1000442
2626302852777069,381,0832,54,1000563
0906137441943185,579,1227,45,1000010
5672369131622214,263,0633,17,1000269
5969720068709105,662,0132,66,1000503
1765167230669673,125,0426,12,1000809
6266719108898124,217,0228,60,1000053
0265578629982898,226,1230,68,1000860
3535014184500626,332,0127,86,1000979
3919959710460545,979,1126,28,1000980
0863107684038580,253,0828,65,1000637
5837961451937180,369,0731,41,1000693
7763948209866989,178,1225,34,1000176
1865201476010950,213,0525,51,1000472
2928033009958543,649,0828,38,1000468
9424286165628797,697,0131,93,1000916
0537628081486177,218,0826,37,1000963
9785315105678191,307,0526,13,1000231
4140485914221110,235,0431,89,1000891
5046612828607082,876,0529,88,1000462
0856206129411573,977,0330,25,1000137
9804977613024684,231,0425,46,1000253
5124845379443490,108,0425,75,1000046
8299066144047952,014,0134,36,1000490
6274668719636615,669,0725,68,1000452
7080479510046984,961,0225,32,1000735
0298063262492464,551,0630,95,1000452
6589892915818674,770,1229,51,1000559
0831036939814116,720,0228,93,1000145
4490648604448055,538,1131,58,1000981
5997450066142465,497,0228,42,1000606
7377365024156058,452,0728,93,1000086
6451242146858005,588,1127,71,1000469
5407502406749237,073,1232,38,1000598
5965234119868849,057,0825,12,1000839
0982144610645747,836,0928,19,1000430
2584063223274091,620,0531,38,1000520
2110435937338219,656,0227,74,1000996
8268411501939911,086,0931,73,1000120
3571653491538715,720,0325,98,1000932
3449431275942357,901,0425,20,1000896
8869062692532024,759,0226,40,1000290
4917567136259803,505,1129,44,1000451
9680141397758269,905,1127,63,1000483
9169787824910996,558,1124,47,1000619
1535642744097222,596,0625,84,1000909
3358756933403650,754,0529,90,1000459
5864698333290067,122,0328,63,1000511
9361795942287649,085,1231,56,1000312
4821289351649163,685,1029,28,1000197
0891438240152136,497,0530,89,1000051
2857759029948313,510,0432,44,1000124
6029223104334661,454,0131,41,1000984
9339175506156689,822,0131,87,1000784
9095640871672051,838,0625,74,1000362
8323508205414183,657,1225,27,1000016
7415113972322478,847,0434,85,1000725
3036841356015643,516,0525,10,1000915
4416691755807795,505,0727,18,1000775
7161804525858721,448,0234,90,1000315
5398480891461439,277,0824,11,1000325
1929969241596750,555,0228,12,1000860
9501214878153024,741,1129,19,1000132
9729738812075022,366,0429,40,1000372
2694600982528865,830,0633,35,1000032
9433939653990744,338,0131,91,1000669
6318137100170624,274,0126,16,1000552
7199627369617424,196,0533,66,1000728
3732401702226597,324,0128,58,1000648
8271641454152147,358,0433,44,1000991
0422207777870388,000,0131,36,1000176
7783778817121170,197,0131,31,1000902
8579011174212614,557,0430,14,1000935
6975479941310181,919,0729,54,1000276
5671483759432151,464,0125,92,1000237
8916317139861367,123,0829,39,1000310
6681526963278327,803,0831,13,1000521
6744657066925640,759,0126,72,1000135
3006052988680863,370,0527,16,1000132
0409877183726403,869,0433,51,1000210
7479676780540187,397,0527,71,1000907
6818025682895889,509,1026,82,1000379
4304801791675842,639,0728,53,1000249
7202929699143229,803,0825,74,1000732
7642542783349269,255,0234,88,1000595
1264641252804026,619,0730,36,1000757
2408999734056978,202,0334,79,1000253
9360885800779893,084,0127,19,1000091
5209783108873042,148,0232,89,1000743
2077199163473139,839,0929,45,1000068
6652283947145074,402,0925,78,1000893
2520269175764495,573,0131,73,1000910
0776027853065311,765,0328,86,1000912
9758433475370407,150,0526,70,1000151
1320959876699784,968,0628,49,1000567
0017629396695428,357,0933,52,1000194
9676732242173047,489,0428,13,1000683
8416032864835529,229,0126,49,1000213
7595696052893147,596,1233,94,1000463
6863626325217722,360,0827,18,1000125
4256533618928025,025,0827,90,1000243
6382941428704415,521,0724,25,1000266
0030494985384287,747,0225,13,1000983
0339910069220533,704,0334,15,1000128
2713444940449832,045,1231,74,1000274
4795427669914232,759,0725,71,1000441
1709721475902113,853,0725,50,1000536
0682472194822934,487,0433,13,1000397
0380926358768287,075,1226,63,1000422
2249299891308830,550,0430,82,1000422
3604040438849218,861,0828,65,1000985
6353886808124038,208,0132,51,1000623
0528574119357579,776,0731,87,1000064
4105920038283599,227,0326,29,1000510
7544261746933833,921,0630,50,1000059
3978472936831828,969,1130,11,1000826
0917521861807532,215,1127,53,1000710
6684261832537649,855,1230,27,1000880
4730729607217828,531,1127,49,1000876
1936469785336318,389,0229,30,1000759
7951389800245368,382,0229,85,1000514
7546367013617971,282,0631,79,1000557
6538954285945396,528,0531,80,1000095
5218627695371473,118,0229,51,1000614
7715738222432144,480,0824,91,1000312
2484375048573197,111,1229,60,1000086
9956953419343434,096,0725,85,1000490
4078253363578422,846,1128,86,1000765
8146572403866771,706,0231,36,1000446
8386465922839230,355,0629,19,1000799
9098618084426512,801,1024,71,1000696
6434269349443105,289,0333,27,1000668
8123464553386346,819,0726,20,1000996
0331236138787288,560,0130,27,1000646
2463322990773677,939,0728,99,1000652
8331432782292146,696,1226,93,1000024
9242358503202021,568,0532,53,1000853
9901160048405784,479,0633,63,1000266
6920891832490110,748,0132,18,1000880
0019106162655637,467,0134,83,1000798
4907031120120390,336,0533,91,1000327
8263286036548394,692,0527,76,1000443
2956474888566152,110,0327,19,1000932
0508754041924530,029,0925,46,1000600
1727620661765391,210,1232,32,1000137
8002130579695863,672,0129,75,1000198
9707411330381530,772,1226,18,1000002
8812006562380673,625,0534,10,1000771
0845548048116559,802,1028,95,1000741
0313394844041854,677,0930,59,1000836
0514230265742132,742,0432,49,1000799
9833540205404584,198,0824,47,1000084
6048543521501114,704,1232,25,1000229
5502078636717819,117,0628,44,1000210
7238504568266118,416,1129,80,1000898
8312013937228921,507,1124,65,1000604
6665201938851968,471,0130,71,1000181
8741800279129217,739,0728,13,1000575
9398532131042411,317,1025,24,1000400
0638130218916653,750,0728,49,1000462
2415800858039660,461,0129,33,1000822
4505643978083946,213,0525,30,1000933
9652627885376774,797,0525,44,1000095
2146632241157651,656,0426,98,1000197
2059256084082639,816,1124,47,1000407
9464123166067488,801,1128,93,1000360
7730793729609315,193,0829,32,1000689
4596612097573467,928,0127,66,1000462
7331612122646430,365,0231,17,1000329
5402179159546188,996,0232,78,1000946
1736337450808279,288,1230,74,1000179
0509930024027470,866,1030,28,1000911
2462732856062083,336,0825,24,1000193
6355708843159951,325,0134,31,1000900
9040472406697486,998,1233,50,1000376
6181454009782985,098,0134,15,1000750
6014905254989974,965,0227,27,1000253
4810025985323186,793,1024,81,1000902
5687550577117479,654,0527,71,1000304
7822715644396560,725,0730,75,1000464
5324561093551116,865,1031,75,1000929
6025766793802764,329,0430,62,1000245
7119301622555329,634,0227,41,1000359
9328151730526065,096,0627,99,1000018
0803220258203747,753,0526,61,1000881
3516155773500130,379,0131,55,1000836
7593651711390219,175,0533,90,1000828
